model,model_label,n_seeds,best_val_nll_mean,best_val_nll_std,best_val_nll_marker_mean,best_val_nll_marker_std,best_val_nll_time_mean,best_val_nll_time_std,best_val_qty_mae_mean,best_val_qty_mae_std,best_val_qty_rmse_mean,best_val_qty_rmse_std,mark_acc_mean,mark_acc_std,best_epoch_mean,best_epoch_std,parameter_count_mean,parameter_count_std
rmtpp,Adapted RMTPP,3,-3.5135886443196265,0.000980520620222155,0.08589173002687404,0.0009806235996084427,-3.599480374346503,4.677923494175574e-06,0.678581887132331,0.046594726459126504,2.1036791802041814,0.0954685945029812,0.9652701319271407,0.00020416387957312092,215.0,31.192947920964443,21726.0,0.0
thp,Adapted THP,3,-3.4630848092338673,0.007785449212341792,0.13174067469163725,0.003169532814723673,-3.5948254839255056,0.004661832459494113,1.8910077672915067,0.33203006860363315,6.596707138768821,1.7299657680202503,0.9497479283768906,0.001215074918892596,168.66666666666666,24.110855093366833,101582.0,0.0
titantpp,TitanTPP,3,-3.495876908231284,0.008016510558446875,0.10053421022203603,0.0029880482265291853,-3.59641111845332,0.005220212482478503,0.6387926142169353,0.024311890214433043,1.6697890997448102,0.10723026496439683,0.9588070541422804,0.0012088872494029463,185.66666666666666,35.50117368951812,93342.0,0.0
