dataset_name,model_name,candidate_name,reproducibility_mode,source_revision,value_head_mode,time_head_mode,evaluation_scope,qty_mark_gradient_mode,value_encoder_gradient_mode,marker_loss_mode,lambda_ordinal,qty_decoder_mode,magnitude_norm_mode,lambda_magnitude,magnitude_domain,magnitude_encoder_gradient_mode,magnitude_aux_loss_mode,lambda_log_qty,log_qty_huber_delta,log_qty_floor,magnitude_sigma_floor,magnitude_revin_eps,magnitude_shrinkage_k,magnitude_center_mode,magnitude_revin_affine,magnitude_stat_context_mode,dataset_kind,scale_base,lr,batch_size,lookback_weeks,max_seq_len,analysis_scale_base,titan_profile,split_mode,value_head_activation,test_time_memory,run_count,mean_best_val_nll,std_best_val_nll,mean_best_val_nll_epoch,mean_best_val_nll_score,mean_best_val_nll_qty_mae,std_best_val_nll_qty_mae,mean_best_val_nll_dt_mae,mean_best_val_nll_mark_acc,mean_best_score,std_best_score,mean_best_score_epoch,mean_best_score_val_nll,mean_best_score_qty_mae,mean_final_val_nll,mean_final_qty_mae,mean_final_score,mean_final_train_loss,mean_best_val_nll_ordinal_marker_loss,mean_best_val_nll_mark_balanced_accuracy,mean_best_val_nll_mark_macro_f1,mean_best_val_nll_mark_mae,mean_best_val_nll_mark_adjacent_accuracy,mean_best_val_nll_mark_0_recall,mean_best_val_nll_mark_1_recall,mean_final_ordinal_marker_loss,mean_final_mark_mae,mean_best_val_nll_log_qty_mae,mean_best_val_nll_log_qty_rmse,mean_best_val_nll_magnitude_loss,mean_best_val_nll_log_qty_aux_loss,mean_final_log_qty_mae,mean_final_log_qty_rmse,mean_final_magnitude_loss,mean_final_log_qty_aux_loss,mean_best_val_nll_qty_rmse,mean_best_val_nll_qty_wape,mean_best_val_nll_context_1_count,mean_best_val_nll_context_1_qty_mae,mean_best_val_nll_context_1_log_qty_mae,mean_best_val_nll_context_2_4_count,mean_best_val_nll_context_2_4_qty_mae,mean_best_val_nll_context_2_4_log_qty_mae,mean_best_val_nll_context_5_8_count,mean_best_val_nll_context_5_8_qty_mae,mean_best_val_nll_context_5_8_log_qty_mae,mean_best_val_nll_context_9_plus_count,mean_best_val_nll_context_9_plus_qty_mae,mean_best_val_nll_context_9_plus_log_qty_mae,mean_final_qty_rmse,mean_final_qty_wape,mean_final_context_1_count,mean_final_context_1_qty_mae,mean_final_context_1_log_qty_mae,mean_final_context_2_4_count,mean_final_context_2_4_qty_mae,mean_final_context_2_4_log_qty_mae,mean_final_context_5_8_count,mean_final_context_5_8_qty_mae,mean_final_context_5_8_log_qty_mae,mean_final_context_9_plus_count,mean_final_context_9_plus_qty_mae,mean_final_context_9_plus_log_qty_mae
intermittent,titantpp,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,,coupled,none,0.25,1.0,1.0,0.0014535461338152059,0.00001,8.0,mean,false,none,marked_target,2.0,0.001,128,520,96,2.0,dataset_best,fixed,identity,none,3,-3.446851552967052,0.00209131302693654,258.6666666666667,0.9440562539910919,0.7254964097117086,0.040412111130390255,1.7672133047459002,0.9624538834482625,0.9517852269890875,0.000512126648849591,2.0,0.4552138048718622,0.8048198853446573,-3.4411376229400203,0.7002594700328618,0.9429998042722167,-3.314093652384386,0.003388173341365992,0.9377114106571222,0.9373016526928194,0.03754611655173746,1.0,0.9886176953766722,0.7355109447657934,0.003575497494640846,0.038627803210291474,0.05888224085524319,0.1560266008082282,NaN,NaN,0.06266401504522054,0.15679450775253678,NaN,NaN,2.0159402973658174,0.04089284219976826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86285.0,0.7254964097117086,0.05888224085524319,1.9565534496969421,0.039470353848237695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86285.0,0.7002594700328618,0.06266401504522054
