scope,count,mean_mlp_logit_correction,baseline_bias,mlp_bias,constant_bias,MLP_AE_reduction,constant_AE_reduction,MLP_SE_reduction,constant_SE_reduction
history_le_64,1241,-0.010781147380844082,-0.09435912008539118,-0.11634604148956963,-0.027020851947145055,14.850692749023438,-26.527560770511627,1.7232966322138026,7.610284552929247
history_65_128,1475,-0.04674096780324007,-0.2614896062269049,-0.34025746442503846,-0.13439629134485276,49.37605941295624,-26.20789921283722,1063.407802758619,1118.3511234313942
history_gt_128,5552,0.02356124230360163,-55.17075209802698,-41.84783749082676,-41.75491633085851,38830.12572288513,38752.804255485535,51433203.795956545,51433512.02199507
