dataset_name,model_name,candidate_name,reproducibility_mode,source_revision,value_head_mode,time_head_mode,evaluation_scope,qty_mark_gradient_mode,value_encoder_gradient_mode,marker_loss_mode,lambda_ordinal,qty_decoder_mode,magnitude_norm_mode,lambda_magnitude,magnitude_domain,magnitude_encoder_gradient_mode,magnitude_aux_loss_mode,lambda_log_qty,log_qty_huber_delta,log_qty_floor,magnitude_sigma_floor,magnitude_revin_eps,magnitude_shrinkage_k,magnitude_center_mode,magnitude_revin_affine,magnitude_stat_context_mode,dataset_kind,scale_base,lr,batch_size,lookback_weeks,max_seq_len,analysis_scale_base,titan_profile,split_mode,value_head_activation,test_time_memory,run_count,mean_best_val_nll,std_best_val_nll,mean_best_val_nll_epoch,mean_best_val_nll_score,mean_best_val_nll_qty_mae,std_best_val_nll_qty_mae,mean_best_val_nll_dt_mae,mean_best_val_nll_mark_acc,mean_best_score,std_best_score,mean_best_score_epoch,mean_best_score_val_nll,mean_best_score_qty_mae,mean_final_val_nll,mean_final_qty_mae,mean_final_score,mean_final_train_loss,mean_best_val_nll_ordinal_marker_loss,mean_best_val_nll_mark_balanced_accuracy,mean_best_val_nll_mark_macro_f1,mean_best_val_nll_mark_mae,mean_best_val_nll_mark_adjacent_accuracy,mean_best_val_nll_mark_0_recall,mean_best_val_nll_mark_1_recall,mean_final_ordinal_marker_loss,mean_final_mark_mae,mean_best_val_nll_log_qty_mae,mean_best_val_nll_log_qty_rmse,mean_best_val_nll_magnitude_loss,mean_best_val_nll_log_qty_aux_loss,mean_final_log_qty_mae,mean_final_log_qty_rmse,mean_final_magnitude_loss,mean_final_log_qty_aux_loss,mean_best_val_nll_qty_rmse,mean_best_val_nll_qty_wape,mean_best_val_nll_context_1_count,mean_best_val_nll_context_1_qty_mae,mean_best_val_nll_context_1_log_qty_mae,mean_best_val_nll_context_2_4_count,mean_best_val_nll_context_2_4_qty_mae,mean_best_val_nll_context_2_4_log_qty_mae,mean_best_val_nll_context_5_8_count,mean_best_val_nll_context_5_8_qty_mae,mean_best_val_nll_context_5_8_log_qty_mae,mean_best_val_nll_context_9_plus_count,mean_best_val_nll_context_9_plus_qty_mae,mean_best_val_nll_context_9_plus_log_qty_mae,mean_final_qty_rmse,mean_final_qty_wape,mean_final_context_1_count,mean_final_context_1_qty_mae,mean_final_context_1_log_qty_mae,mean_final_context_2_4_count,mean_final_context_2_4_qty_mae,mean_final_context_2_4_log_qty_mae,mean_final_context_5_8_count,mean_final_context_5_8_qty_mae,mean_final_context_5_8_log_qty_mae,mean_final_context_9_plus_count,mean_final_context_9_plus_qty_mae,mean_final_context_9_plus_log_qty_mae
intermittent,rmtpp,rmtpp_gru_h64,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,,coupled,none,0.25,1.0,1.0,0.0014535461338152059,0.00001,8.0,mean,false,none,marked_target,2.0,0.001,128,520,96,2.0,dataset_best,fixed,identity,none,3,-3.4269506767146063,0.005017558783134896,224.33333333333334,0.9465566923239139,0.7090742249262344,0.02726134615444481,1.7672133047459002,0.964937899596299,0.9541754122494988,0.0006618039986066608,1.3333333333333333,0.8986891246629939,1.0298928226517112,-3.4130421017055865,0.737648811918015,0.944515407918684,-3.313631683885147,0.003233985837334717,0.944957791304356,0.9427628223454135,0.03506210040370091,1.0,0.98777282328092,0.7916524895089032,0.0034358293885476047,0.037074810221938925,0.05809154393846976,0.15070686450852272,NaN,NaN,0.05956589157407113,0.15600643346724288,NaN,NaN,1.9723172159166615,0.03996720038815036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86285.0,0.7090742249262344,0.05809154393846976,2.0591072393867904,0.041577816321098617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86285.0,0.737648811918015,0.05956589157407113
intermittent,thp,small,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,,coupled,none,0.25,1.0,1.0,0.0014535461338152059,0.00001,8.0,mean,false,none,marked_target,2.0,0.001,128,520,96,2.0,dataset_best,fixed,identity,none,3,-3.42770151908783,0.006049269463488887,261.6666666666667,0.9397173341512124,0.8226592814044341,0.03950675631100104,1.7672133047459002,0.9582121264800758,0.9471440234647517,0.0012015629657408284,2.0,1.7665434572465548,0.955951839381148,-3.4192616219715926,0.8364472905193794,0.9363541806672177,-3.309702762675895,0.003903392221803747,0.9363008985487332,0.9322806630787338,0.04178787351992428,1.0,0.9848001251662364,0.7535442894408529,0.0042077036903747705,0.045191323327731736,0.06907365809993593,0.16300478636522084,NaN,NaN,0.0669373002001373,0.1679555777432804,NaN,NaN,2.186909053399212,0.04636945921209203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86285.0,0.8226592814044341,0.06907365809993593,2.2523364927788774,0.047146624851285845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86285.0,0.8364472905193794,0.0669373002001373
