dataset,candidate,role,scope,count,status,qty_mae,qty_rmse,time_nll,log_qty_mse,joint_objective
insta_market_basket,calibration,baseline,overall,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,calibration,candidate,overall,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,calibration,baseline,le_p50,247651,evaluated,2.568485994392343,3.574477709623655,3.1937783428278412,0.2764854779087202,3.4702638207365615
insta_market_basket,calibration,candidate,le_p50,247651,evaluated,2.568485994392343,3.574477709623655,3.1937783428278412,0.2764854779087202,3.4702638207365615
insta_market_basket,calibration,baseline,p50_p90,202534,evaluated,3.779617817658605,4.74967520652014,3.2073437378471317,0.15603059714719286,3.3633743349943246
insta_market_basket,calibration,candidate,p50_p90,202534,evaluated,3.779617817658605,4.74967520652014,3.2073437378471317,0.15603059714719286,3.3633743349943246
insta_market_basket,calibration,baseline,p90_p95,27322,evaluated,8.55190960608816,9.556266330683323,3.2469483807952413,0.3314904466803122,3.5784388274755536
insta_market_basket,calibration,candidate,p90_p95,27322,evaluated,8.55190960608816,9.556266330683323,3.2469483807952413,0.3314904466803122,3.5784388274755536
insta_market_basket,calibration,baseline,p95_p99,20190,evaluated,12.591378965715538,13.789597413314965,3.271096666169792,0.4516565171936672,3.7227531833634595
insta_market_basket,calibration,candidate,p95_p99,20190,evaluated,12.591378965715538,13.789597413314965,3.271096666169792,0.4516565171936672,3.7227531833634595
insta_market_basket,calibration,baseline,gt_p99,6036,evaluated,23.000999665402514,25.45469214039045,3.2959781239726356,0.7680749662430675,4.064053090215703
insta_market_basket,calibration,candidate,gt_p99,6036,evaluated,23.000999665402514,25.45469214039045,3.2959781239726356,0.7680749662430675,4.064053090215703
insta_market_basket,calibration,baseline,body_le_p95,477507,evaluated,3.4245456387870368,4.628211735856777,3.2025743719796282,0.22854196490629075,3.431116336885919
insta_market_basket,calibration,candidate,body_le_p95,477507,evaluated,3.4245456387870368,4.628211735856777,3.2025743719796282,0.22854196490629075,3.431116336885919
insta_market_basket,calibration,baseline,tail_gt_p95,26226,evaluated,14.987187344622651,17.190534886411687,3.2768232153689825,0.5244812620719345,3.801304477440917
insta_market_basket,calibration,candidate,tail_gt_p95,26226,evaluated,14.987187344622651,17.190534886411687,3.2768232153689825,0.5244812620719345,3.801304477440917
insta_market_basket,calibration,baseline,history_le_64,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,calibration,candidate,history_le_64,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,calibration,baseline,history_65_128,0,empty,,,,,
insta_market_basket,calibration,candidate,history_65_128,0,empty,,,,,
insta_market_basket,calibration,baseline,history_gt_128,0,empty,,,,,
insta_market_basket,calibration,candidate,history_gt_128,0,empty,,,,,
insta_market_basket,shrinkage,baseline,overall,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,shrinkage,candidate,overall,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,shrinkage,baseline,le_p50,247651,evaluated,2.568485994392343,3.574477709623655,3.1937783428278412,0.2764854779087202,3.4702638207365615
insta_market_basket,shrinkage,candidate,le_p50,247651,evaluated,2.568485994392343,3.574477709623655,3.1937783428278412,0.2764854779087202,3.4702638207365615
insta_market_basket,shrinkage,baseline,p50_p90,202534,evaluated,3.779617817658605,4.74967520652014,3.2073437378471317,0.15603059714719286,3.3633743349943246
insta_market_basket,shrinkage,candidate,p50_p90,202534,evaluated,3.779617817658605,4.74967520652014,3.2073437378471317,0.15603059714719286,3.3633743349943246
insta_market_basket,shrinkage,baseline,p90_p95,27322,evaluated,8.55190960608816,9.556266330683323,3.2469483807952413,0.3314904466803122,3.5784388274755536
insta_market_basket,shrinkage,candidate,p90_p95,27322,evaluated,8.55190960608816,9.556266330683323,3.2469483807952413,0.3314904466803122,3.5784388274755536
insta_market_basket,shrinkage,baseline,p95_p99,20190,evaluated,12.591378965715538,13.789597413314965,3.271096666169792,0.4516565171936672,3.7227531833634595
insta_market_basket,shrinkage,candidate,p95_p99,20190,evaluated,12.591378965715538,13.789597413314965,3.271096666169792,0.4516565171936672,3.7227531833634595
insta_market_basket,shrinkage,baseline,gt_p99,6036,evaluated,23.000999665402514,25.45469214039045,3.2959781239726356,0.7680749662430675,4.064053090215703
insta_market_basket,shrinkage,candidate,gt_p99,6036,evaluated,23.000999665402514,25.45469214039045,3.2959781239726356,0.7680749662430675,4.064053090215703
insta_market_basket,shrinkage,baseline,body_le_p95,477507,evaluated,3.4245456387870368,4.628211735856777,3.2025743719796282,0.22854196490629075,3.431116336885919
insta_market_basket,shrinkage,candidate,body_le_p95,477507,evaluated,3.4245456387870368,4.628211735856777,3.2025743719796282,0.22854196490629075,3.431116336885919
insta_market_basket,shrinkage,baseline,tail_gt_p95,26226,evaluated,14.987187344622651,17.190534886411687,3.2768232153689825,0.5244812620719345,3.801304477440917
insta_market_basket,shrinkage,candidate,tail_gt_p95,26226,evaluated,14.987187344622651,17.190534886411687,3.2768232153689825,0.5244812620719345,3.801304477440917
insta_market_basket,shrinkage,baseline,history_le_64,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,shrinkage,candidate,history_le_64,503733,evaluated,4.026534869941726,5.974160054980949,3.2064400114488096,0.24394953996582858,3.4503895514146383
insta_market_basket,shrinkage,baseline,history_65_128,0,empty,,,,,
insta_market_basket,shrinkage,candidate,history_65_128,0,empty,,,,,
insta_market_basket,shrinkage,baseline,history_gt_128,0,empty,,,,,
insta_market_basket,shrinkage,candidate,history_gt_128,0,empty,,,,,
