dataset,scope_type,scope,prototype_id,event_count_per_seed,seed_use_fraction,selection_share_mean,selection_share_std,event_hit_share_mean,event_hit_share_std,rank1_share_mean,rank1_share_std,selected_similarity_mean_mean,selected_similarity_mean_std
insta_market_basket,quantity_region,body_le_p95,58,477507,1.0,0.000717616007025377,0.0007341704465357082,0.002870464028101508,0.0029366817861428327,0.000554267616321157,0.0005228707740560691,0.3942922025906579,0.11618197071877595
insta_market_basket,quantity_region,body_le_p95,59,477507,1.0,0.00412437234777012,0.007105537961724708,0.01649748939108048,0.028422151846898832,0.009841391504906385,0.01700408185113116,0.13947244432778097,0.10208661651029395
insta_market_basket,quantity_region,body_le_p95,60,477507,0.6666666666666666,8.725875571806625e-7,1.089861509604117e-6,3.49035022872265e-6,4.359446038416468e-6,0.0,0.0,0.15462389588356018,0.19908228548323506
insta_market_basket,quantity_region,body_le_p95,61,477507,1.0,0.00008865489580955531,0.00014411902927415667,0.00035461958323822126,0.0005764761170966267,0.000020942101372335904,0.000036272783594143695,0.15362495298571963,0.22362247142127198
insta_market_basket,quantity_region,body_le_p95,62,477507,0.6666666666666666,0.000019894996303719107,0.000031338894347050794,0.00007957998521487643,0.00012535557738820318,2.79228018297812e-6,2.4181855729429126e-6,0.05376860121682429,0.14454758459114467
insta_market_basket,quantity_region,body_le_p95,63,477507,0.6666666666666666,0.0006764298743264495,0.0008185542537274418,0.002705719497305798,0.0032742170149097673,0.000395107645891404,0.000460275437170333,0.25100176257637447,0.2207709430498278
insta_market_basket,quantity_region,extreme_tail_gt_p99,0,6036,1.0,0.0018223989396951624,0.002800553595821234,0.00728959575878065,0.011202214383284935,0.0,0.0,0.4213430673250409,0.05037169694320476
insta_market_basket,quantity_region,extreme_tail_gt_p99,1,6036,1.0,0.0008559752595537883,0.0009821723222792362,0.0034239010382151533,0.003928689289116945,0.0009388115749944776,0.0014849049767780818,0.31500550968668745,0.08536225678601289
insta_market_basket,quantity_region,extreme_tail_gt_p99,2,6036,0.3333333333333333,0.0000138060525734482,0.00002391278450917933,0.0000552242102937928,0.00009565113803671732,0.0,0.0,0.059675892194112144,0.10336167726720519
insta_market_basket,quantity_region,extreme_tail_gt_p99,3,6036,1.0,0.1628009719461012,0.13869662386750836,0.6512038877844047,0.5547864954700334,0.28771813563066045,0.427595326020608,0.5375923547099972,0.025936867894481814
insta_market_basket,quantity_region,extreme_tail_gt_p99,4,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,5,6036,0.3333333333333333,0.0021951623591782636,0.0038021327369595135,0.008780649436713054,0.015208530947838054,0.0,0.0,0.1448976814871814,0.2509701462347305
insta_market_basket,quantity_region,extreme_tail_gt_p99,6,6036,0.3333333333333333,0.0026231499889551577,0.004543429056744073,0.010492599955820631,0.01817371622697629,0.006185111552904794,0.01071292746011234,0.1517692900279112,0.2628721213569988
insta_market_basket,quantity_region,extreme_tail_gt_p99,7,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,8,6036,0.3333333333333333,0.00042798762977689416,0.0007412963197845592,0.0017119505191075766,0.002965185279138237,0.001049259995582063,0.001817371622697629,0.20254772773353003,0.3508229553921018
insta_market_basket,quantity_region,extreme_tail_gt_p99,9,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,10,6036,0.6666666666666666,0.08133145571018334,0.14072676121658742,0.32532582284073336,0.5629070448663497,0.00491495471614756,0.008369884501622802,0.3436736908544231,0.301692923749085
insta_market_basket,quantity_region,extreme_tail_gt_p99,11,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,12,6036,0.6666666666666666,0.00040037552462999777,0.0006231104537440224,0.001601502098519991,0.0024924418149760894,0.0001104484205875856,0.00019130227607343464,0.2469948195380929,0.26850065086122643
insta_market_basket,quantity_region,extreme_tail_gt_p99,13,6036,0.6666666666666666,0.08108294676386128,0.14040391577290423,0.32433178705544513,0.5616156630916169,0.0017119505191075766,0.002965185279138237,0.3617596071607667,0.3170094862155412
insta_market_basket,quantity_region,extreme_tail_gt_p99,14,6036,0.6666666666666666,0.000552242102937928,0.0009208750908798483,0.002208968411751712,0.003683500363519393,0.0012701568367572344,0.0021999761748444984,0.38989844179560995,0.33767650188283915
insta_market_basket,quantity_region,extreme_tail_gt_p99,15,6036,0.6666666666666666,0.00122873867903689,0.0010976463005467724,0.00491495471614756,0.00439058520218709,0.0000552242102937928,0.00009565113803671732,0.2795730478725853,0.24217653214758064
insta_market_basket,quantity_region,extreme_tail_gt_p99,16,6036,0.3333333333333333,0.00004141815772034459,0.00007173835352753798,0.00016567263088137837,0.00028695341411015193,0.0000552242102937928,0.00009565113803671732,0.08093238208029005,0.14017899774063933
insta_market_basket,quantity_region,extreme_tail_gt_p99,17,6036,0.3333333333333333,0.0002347028937486194,0.00040651733665604864,0.0009388115749944776,0.0016260693466241946,0.00038656947205654963,0.0006695579662570213,0.128032735749787,0.2217592033506712
insta_market_basket,quantity_region,extreme_tail_gt_p99,18,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,19,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,20,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,21,6036,0.3333333333333333,0.0000138060525734482,0.00002391278450917933,0.0000552242102937928,0.00009565113803671732,0.0,0.0,0.061119904120763145,0.10586277929090014
insta_market_basket,quantity_region,extreme_tail_gt_p99,22,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,23,6036,0.3333333333333333,0.00038656947205654963,0.0006695579662570213,0.0015462778882261985,0.0026782318650280853,0.0,0.0,0.15095814104591096,0.26146717010766657
insta_market_basket,quantity_region,extreme_tail_gt_p99,24,6036,0.6666666666666666,0.07342058758559752,0.1271323205297432,0.2936823503423901,0.5085292821189727,0.001435829467638613,0.002486929588954651,0.28508943879410403,0.2659381802405479
insta_market_basket,quantity_region,extreme_tail_gt_p99,25,6036,0.3333333333333333,0.000345151314336205,0.0005978196127294832,0.00138060525734482,0.002391278450917933,0.0005522421029379279,0.0009565113803671731,0.1572727127869924,0.2724043291912583
insta_market_basket,quantity_region,extreme_tail_gt_p99,26,6036,0.3333333333333333,0.00013806052573448198,0.0002391278450917933,0.0005522421029379279,0.0009565113803671731,0.0,0.0,0.14010890622933705,0.24267574418211538
insta_market_basket,quantity_region,extreme_tail_gt_p99,27,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,28,6036,1.0,0.08378893306825712,0.13662385012731076,0.3351557322730285,0.5464954005092431,0.009167218908769604,0.015162741977616535,0.5097424707547701,0.04877578943114004
insta_market_basket,quantity_region,extreme_tail_gt_p99,29,6036,0.3333333333333333,0.08075160150209852,0.1398658765941899,0.3230064060083941,0.5594635063767596,0.06278992710404241,0.10875534394774759,0.1986929194347508,0.344146231565178
insta_market_basket,quantity_region,extreme_tail_gt_p99,30,6036,0.6666666666666666,0.0002347028937486194,0.00037122624419452045,0.0009388115749944776,0.0014849049767780818,0.0001104484205875856,0.00019130227607343464,0.12878945004194975,0.15614891048033055
insta_market_basket,quantity_region,extreme_tail_gt_p99,31,6036,1.0,0.00414181577203446,0.006958743552855323,0.01656726308813784,0.027834974211421292,0.0011597084161696486,0.0018670357305474892,0.37949682316846317,0.20137087257001074
insta_market_basket,quantity_region,extreme_tail_gt_p99,32,6036,0.3333333333333333,0.0000138060525734482,0.00002391278450917933,0.0000552242102937928,0.00009565113803671732,0.0,0.0,0.11505116025606792,0.19927445503325875
insta_market_basket,quantity_region,extreme_tail_gt_p99,33,6036,0.3333333333333333,0.00040037552462999777,0.0006934707507662006,0.001601502098519991,0.0027738830030648023,0.0,0.0,0.14826876952730375,0.2568090419970102
insta_market_basket,quantity_region,extreme_tail_gt_p99,34,6036,0.3333333333333333,0.0014220234150651644,0.002463016804445471,0.005688093660260658,0.009852067217781884,0.0008835873647006848,0.0015304182085874771,0.1391694206009019,0.24104850734068492
insta_market_basket,quantity_region,extreme_tail_gt_p99,35,6036,0.6666666666666666,0.08217362491716368,0.14225716107455413,0.3286944996686547,0.5690286442982165,0.18754141815772032,0.32483126477269203,0.3116639238929882,0.29936828685517736
insta_market_basket,quantity_region,extreme_tail_gt_p99,36,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,37,6036,0.6666666666666666,0.0029683013032913625,0.0050696795073527125,0.01187320521316545,0.02027871802941085,0.0037552462999779104,0.006504277386496778,0.3276602282817002,0.2839451336086866
insta_market_basket,quantity_region,extreme_tail_gt_p99,38,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,39,6036,0.6666666666666666,0.002678374199248951,0.004215980566670864,0.010713496796995804,0.016863922266683457,0.001656726308813784,0.0027273157112581723,0.37033192962590017,0.320781649089113
insta_market_basket,quantity_region,extreme_tail_gt_p99,40,6036,0.3333333333333333,0.00936050364479788,0.01621286789722359,0.03744201457919152,0.06485147158889436,0.017837419924895074,0.0308953175858597,0.13985275782666726,0.24223208213441366
insta_market_basket,quantity_region,extreme_tail_gt_p99,41,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,42,6036,0.3333333333333333,0.0000138060525734482,0.00002391278450917933,0.0000552242102937928,0.00009565113803671732,0.0,0.0,0.047850469748179116,0.08287944476988378
insta_market_basket,quantity_region,extreme_tail_gt_p99,43,6036,0.3333333333333333,0.00012425447316103378,0.000215215060582614,0.0004970178926441351,0.000860860242330456,0.0,0.0,0.10031016667683919,0.173742305199988
insta_market_basket,quantity_region,extreme_tail_gt_p99,44,6036,0.3333333333333333,0.08189750386569472,0.1418506377084518,0.3275900154627789,0.5674025508338072,0.06842279655400928,0.11851176002749277,0.1979069869314708,0.34278495653817725
insta_market_basket,quantity_region,extreme_tail_gt_p99,45,6036,0.6666666666666666,0.00017947868345482657,0.0002757756841649848,0.0007179147338193063,0.0011031027366599391,0.0,0.0,0.2550238387452231,0.23041033117720802
insta_market_basket,quantity_region,extreme_tail_gt_p99,46,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insta_market_basket,quantity_region,extreme_tail_gt_p99,47,6036,0.6666666666666666,0.03571625800751049,0.061754797245924566,0.14286503203004197,0.24701918898369826,0.001932847360282748,0.0033477898312851066,0.3406880516011048,0.29739780760127105
insta_market_basket,quantity_region,extreme_tail_gt_p99,48,6036,0.3333333333333333,0.00004141815772034459,0.00007173835352753798,0.00016567263088137837,0.00028695341411015193,0.0,0.0,0.12084421846601699,0.20930832618409456
insta_market_basket,quantity_region,extreme_tail_gt_p99,49,6036,0.3333333333333333,0.06683510050806274,0.11576178980893714,0.26734040203225096,0.4630471592357486,0.019604594654296443,0.03395615400303465,0.17671460436790074,0.3060786732046371
insta_market_basket,quantity_region,extreme_tail_gt_p99,50,6036,0.3333333333333333,0.004942566821294456,0.0085607768542862,0.019770267285177823,0.0342431074171448,0.005632869449966865,0.009756416079745167,0.1708606353907168,0.2959393015102225
insta_market_basket,quantity_region,extreme_tail_gt_p99,51,6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
