dataset,seed,scope_type,scope,event_count,memory_on_mae,memory_off_mae,mae_delta_on_minus_off,memory_on_mse,memory_off_mse,mse_delta_on_minus_off,memory_help_share,memory_harm_share,memory_tie_share,retrieval_applied_share,residual_nonzero_share,local_state_norm_mean,memory_residual_norm_mean,memory_residual_norm_p50,memory_residual_norm_p95,relative_residual_norm_mean,top1_similarity_mean,topk_similarity_mean,similarity_margin_mean,quantity_logit_residual_mean,quantity_logit_residual_abs_mean,log_location_shift_mean,prediction_shift_mean,prediction_shift_abs_mean,memory_on_rmse,memory_off_rmse,rmse_delta_on_minus_off,mae_delta_pct_vs_off
yellow_trip_hourly,62,quantity,p95_p99,301,313.3805497381774,360.63565844158796,-47.25510870341051,173719.02625188875,213739.91656741608,-40020.89028312202,0.760797342192691,0.23920265780730898,0.0,1.0,1.0,23.99273187377524,0.23518387973308563,0.23518387973308563,0.23518387973308563,0.009823051652564757,0.637208994044814,0.5794968571377751,0.041344607391230685,0.05050228536128998,0.05050228536128998,0.05047595698968121,103.42480225420474,103.42480225420474,416.79614471812084,462.3201451023047,-45.524000384183864,-13.103282384114104
yellow_trip_hourly,62,quantity_region,body_le_p95,7888,19.863926267081354,20.16022516562628,-0.2962988985449257,3882.546783718218,3898.3110178955676,-15.76423481784938,0.5751774847870182,0.42482251521298176,0.0,1.0,1.0,11.969960025914059,0.33533626920061893,0.3959430456161499,0.5019662976264954,0.02939528543700447,0.48652145497332766,0.45219682273832784,0.02860780096727161,-0.04238695299674401,0.0734453294210064,-0.022559578026102717,4.162194169181235,4.454499648638357,62.31008573030708,62.43645584028267,-0.12637010997558917,-1.4697201847235475
yellow_trip_hourly,62,quantity_region,extreme_tail_gt_p99,79,640.9284420737737,811.3785570361946,-170.45011496242088,564304.844477062,827428.5322167119,-263123.6877225079,0.9746835443037974,0.02531645569620253,0.0,1.0,1.0,26.445230097710333,0.23518387973308563,0.23518387973308563,0.23518387973308563,0.008898740575377699,0.6511637840089919,0.5924305221702479,0.04165908807440649,0.05050228536128998,0.05050228536128998,0.050487880465350576,180.59023313884492,180.59023313884492,751.2022660223157,909.6309868384607,-158.42872081614496,-21.007470986790857
yellow_trip_hourly,62,quantity_region,tail_p95_p99,301,313.3805497381774,360.63565844158796,-47.25510870341051,173719.02625188875,213739.91656741608,-40020.89028312202,0.760797342192691,0.23920265780730898,0.0,1.0,1.0,23.99273187377524,0.23518387973308563,0.23518387973308563,0.23518387973308563,0.009823051652564757,0.637208994044814,0.5794968571377751,0.041344607391230685,0.05050228536128998,0.05050228536128998,0.05047595698968121,103.42480225420474,103.42480225420474,416.79614471812084,462.3201451023047,-45.524000384183864,-13.103282384114104
raf_spare_parts,42,history,history_le_64,6690,9.086491501696619,9.104995136535399,-0.018503634838779946,1304.8991924696984,1309.35680707805,-4.457614608337786,0.5907324364723467,0.4092675635276532,0.0,1.0,1.0,10.089801026245938,0.5695994531805384,0.6255360245704651,0.7216351628303528,0.05866933686043427,0.6440458500866398,0.6032349103502094,0.01701806927787527,-0.01950373204880198,0.027919280814753096,-0.010347839588541621,0.03260187830982009,0.10505967697042343,36.12338844114293,36.18503567882792,-0.06164723768499414,-0.20322509305393088
raf_spare_parts,42,overall,overall,6690,9.086491501696619,9.104995136535399,-0.018503634838779946,1304.8991924696984,1309.35680707805,-4.457614608337786,0.5907324364723467,0.4092675635276532,0.0,1.0,1.0,10.089801026245938,0.5695994531805384,0.6255360245704651,0.7216351628303528,0.05866933686043427,0.6440458500866398,0.6032349103502094,0.01701806927787527,-0.01950373204880198,0.027919280814753096,-0.010347839588541621,0.03260187830982009,0.10505967697042343,36.12338844114293,36.18503567882792,-0.06164723768499414,-0.20322509305393088
raf_spare_parts,42,quantity,gt_p99,50,313.5108139038086,314.17128326416014,-0.6604693603515625,127447.7238671875,127879.098984375,-431.3751171875,0.96,0.04,0.0,1.0,1.0,16.9782324886322,0.6147212588787079,0.6255360245704651,0.6255360245704651,0.03911440022289753,0.5038465905189514,0.46685129463672637,0.021011858582496643,0.00936717178672552,0.013906612060964108,0.009965343475341797,0.6604686689376831,0.6670918130874633,356.9982126946681,357.6018721768316,-0.6036594821634935,-0.21022588490248154
raf_spare_parts,42,quantity,le_p50,3626,1.4766015904388965,1.495617546005533,-0.01901595556663665,18.78661862844119,18.36253973363998,0.42407889480703415,0.7032542746828461,0.2967457253171539,0.0,1.0,1.0,9.354541192709643,0.519867943948103,0.5482381582260132,0.7216351628303528,0.0566210083532986,0.6751433804023023,0.6245118976420154,0.01475697162397251,-0.0357257881592466,0.038328888763273436,-0.02071366172696896,-0.04246240407146279,0.06714380757294501,4.334353311445802,4.28515340841375,0.04919990303205157,-1.271445070795278
raf_spare_parts,42,quantity,p50_p90,2555,6.003668935518209,5.965899764488355,0.03776917102985419,93.61444283626507,92.15756829801329,1.456874538265403,0.3690802348336595,0.6309197651663405,0.0,1.0,1.0,10.269567210427002,0.6287507641338789,0.6255360245704651,0.7216351628303528,0.06394594059473381,0.6187945349750686,0.5902675731133108,0.019591624576984785,-0.002321788165608964,0.016197727830923818,0.00035715775013903117,0.06713089679318632,0.10026147633849292,9.675455691401055,9.599873348019404,0.07558234338165093,0.6330842374300826
raf_spare_parts,42,quantity,p90_p95,235,27.31963262355074,27.47246380258114,-0.1528311790303981,899.4294844058957,905.4605286683174,-6.031044262267174,0.8680851063829788,0.13191489361702127,0.0,1.0,1.0,13.014354360864518,0.6299102085701963,0.6255360245704651,0.7035829424858093,0.05131349135586556,0.5723975799185165,0.5411636256157084,0.021068567418037577,0.009519031168298518,0.01246930700825884,0.009369799938607723,0.25473474188053863,0.2603638785950681,29.990489899398035,30.090871184934432,-0.1003812855363968,-0.5563067809594823
