dataset,seed,scope_type,scope,prototype_id,event_count,selection_count,selection_share,event_hit_share,rank1_count,rank1_share,selected_similarity_mean,prototype_used
insta_market_basket,42,quantity,p50_p90,4,202534,5,6.171803252787186e-6,0.000024687213011148745,0,0.0,0.2096864953637123,true
insta_market_basket,42,quantity,p50_p90,5,202534,1573,0.0019416493033268488,0.007766597213307395,1,4.937442602229749e-6,0.3160185268766307,true
insta_market_basket,42,quantity,p50_p90,6,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,7,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,0.09339013695716858,true
insta_market_basket,42,quantity,p50_p90,8,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,9,202534,23,0.00002839029496282106,0.00011356117985128423,1,4.937442602229749e-6,0.2719390832859537,true
insta_market_basket,42,quantity,p50_p90,10,202534,138,0.00017034176977692635,0.0006813670791077054,18,0.00008887396684013549,0.4000052363760229,true
insta_market_basket,42,quantity,p50_p90,11,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,12,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,13,202534,22,0.00002715593431226362,0.00010862373724905448,0,0.0,0.28789079731160944,true
insta_market_basket,42,quantity,p50_p90,14,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,-0.032044362276792526,true
insta_market_basket,42,quantity,p50_p90,15,202534,429,0.0005295407190891406,0.0021181628763565622,5,0.000024687213011148745,0.3643838747606411,true
insta_market_basket,42,quantity,p50_p90,16,202534,95,0.00011726426180295655,0.0004690570472118262,13,0.00006418675382898674,0.1537600176310853,true
insta_market_basket,42,quantity,p50_p90,17,202534,174,0.00021477875319699408,0.0008591150127879763,34,0.00016787304847581147,0.3289431233933174,true
insta_market_basket,42,quantity,p50_p90,18,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,19,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,20,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,21,202534,14,0.000017281049107804123,0.00006912419643121649,0,0.0,0.2821214848331043,true
insta_market_basket,42,quantity,p50_p90,22,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,23,202534,409,0.0005048535060779919,0.0020194140243119676,8,0.00003949954081783799,0.40994372311751825,true
insta_market_basket,42,quantity,p50_p90,24,202534,133836,0.16520189202800517,0.6608075681120207,881,0.004349886932564409,0.4862949075177312,true
insta_market_basket,42,quantity,p50_p90,25,202534,3716,0.004586884177471437,0.01834753670988575,754,0.003722831722081231,0.4649184211803875,true
insta_market_basket,42,quantity,p50_p90,26,202534,237,0.0002925434741821126,0.0011701738967284504,4,0.000019749770408918996,0.3952004405265116,true
insta_market_basket,42,quantity,p50_p90,27,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,28,202534,390,0.0004814006537174005,0.001925602614869602,54,0.00026662190052040643,0.3935915761269056,true
insta_market_basket,42,quantity,p50_p90,29,202534,2,2.4687213011148745e-6,9.874885204459498e-6,0,0.0,0.34565939009189606,true
insta_market_basket,42,quantity,p50_p90,30,202534,244,0.0003011839987360147,0.0012047359949440587,33,0.00016293560587358173,0.20898124587828995,true
insta_market_basket,42,quantity,p50_p90,31,202534,7978,0.009847729270147234,0.039390917080588936,844,0.004167201556281908,0.347769693152305,true
insta_market_basket,42,quantity,p50_p90,32,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,33,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,0.17622873187065125,true
