status,reproducibility_mode,source_revision,train_loader_seed,dataset_name,dataset_kind,model_name,candidate_name,titan_candidate_name,seed,epochs,lr,batch_size,lookback_weeks,max_seq_len,scale_base,analysis_scale_base,analysis_tail_order,titan_profile,loss_mode,split_mode,evaluation_scope,held_out_test_evaluated,value_head_activation,value_head_mode,time_head_mode,qty_mark_gradient_mode,value_encoder_gradient_mode,marker_loss_mode,lambda_ordinal,qty_decoder_mode,magnitude_norm_mode,magnitude_input_emb_dim,lambda_magnitude,magnitude_encoder_gradient_mode,magnitude_aux_loss_mode,lambda_log_qty,log_qty_huber_delta,log_qty_floor,magnitude_sigma_floor,magnitude_effective_sigma_floor,magnitude_revin_eps,magnitude_shrinkage_k,magnitude_center_mode,magnitude_revin_affine,magnitude_stat_context_mode,magnitude_domain,magnitude_exp_clamp_min,magnitude_exp_clamp_max,magnitude_stats_source_split,magnitude_train_event_count,magnitude_global_mean,magnitude_global_var,magnitude_global_std,value_input_mode,value_input_emb_dim,train_loss_scope,lambda_dt,test_time_memory,run_dir,resume_checkpoint_path,best_score_checkpoint_path,best_val_nll_checkpoint_path,final_checkpoint_path,num_marks,max_order,series_count,rmtpp_rnn_type,rmtpp_hidden_dim,rmtpp_mark_emb_dim,name,d_model,n_layers,n_heads,d_ff,dropout,contextual_mem_size,persistent_mem_size,use_lmm,mem_size,mem_topk,use_pos_emb,use_causal,memory_mode,ttm_chunk_size,ttm_memory_update,best_score_epoch,best_score,best_score_val_nll,best_score_qty_mae,best_score_dt_mae,best_score_mark_acc,best_val_nll_epoch,best_val_nll,best_val_nll_score,best_val_nll_qty_mae,best_val_nll_dt_mae,best_val_nll_mark_acc,best_val_nll_value_mae,best_val_nll_log_qty_mae,best_val_nll_log_qty_rmse,best_val_nll_magnitude_loss,best_val_nll_log_qty_aux_loss,best_val_nll_ordinal_marker_loss,best_val_nll_mark_balanced_accuracy,best_val_nll_mark_macro_f1,best_val_nll_mark_mae,best_val_nll_mark_adjacent_accuracy,best_val_nll_mark_0_recall,best_val_nll_mark_1_recall,final_epoch,final_train_loss,final_score,final_val_nll,final_qty_mae,final_log_qty_mae,final_log_qty_rmse,final_magnitude_loss,final_log_qty_aux_loss,final_dt_mae,final_mark_acc,final_ordinal_marker_loss,final_mark_mae,best_val_nll_qty_rmse,final_qty_rmse,best_val_nll_qty_wape,final_qty_wape,best_val_nll_context_1_count,final_context_1_count,best_val_nll_context_1_qty_mae,final_context_1_qty_mae,best_val_nll_context_1_log_qty_mae,final_context_1_log_qty_mae,best_val_nll_context_2_4_count,final_context_2_4_count,best_val_nll_context_2_4_qty_mae,final_context_2_4_qty_mae,best_val_nll_context_2_4_log_qty_mae,final_context_2_4_log_qty_mae,best_val_nll_context_5_8_count,final_context_5_8_count,best_val_nll_context_5_8_qty_mae,final_context_5_8_qty_mae,best_val_nll_context_5_8_log_qty_mae,final_context_5_8_log_qty_mae,best_val_nll_context_9_plus_count,final_context_9_plus_count,best_val_nll_context_9_plus_qty_mae,final_context_9_plus_qty_mae,best_val_nll_context_9_plus_log_qty_mae,final_context_9_plus_log_qty_mae,best_score_state_sha256,best_val_nll_state_sha256,final_state_sha256,d_inner,normalize_before,add_temporal_encoding_each_layer,use_rnn,d_rnn
success,strict,726aa64ab0b5478646d11be36fc19dcb224d417e,42,insta_market_basket,insta_market_basket,rmtpp,rmtpp_gru_h64,rmtpp_gru_h64,42,300,0.001,128,52,64,2.0,10.0,4,dataset_best,hybrid,fixed,validation_only,false,identity,shared,shared,coupled,coupled,ce,0.0,mark_residual,global,8,1.0,coupled,none,0.25,1.0,1.0,0.0014535461338152059,,0.00001,8.0,mean,false,none,,-2.0,15.0,,,,,,residual,8,target_only,1.0,none,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42/checkpoints/last_epoch_state.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42/checkpoints/best_score_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42/checkpoints/best_val_nll_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_42/checkpoints/final_model.pt,9,7,206209,gru,64,32,rmtpp_gru_h64,64,1,1,64,0.1,0,0,false,0,0,false,true,auto,1,all,21,0.43878946977477723,4.380044076823316,4.345797464666398,5.659971140995992,0.4997349786494035,21,4.380044076823316,0.43878946977477723,4.345797464666398,5.659971140995992,0.4997349786494035,0.25129457639566344,0.6864905802578486,0.9133346910914395,NaN,NaN,0.059781854956864645,0.2856322872111296,0.31112708730361205,0.5850718535414595,0.9257920366543387,0.17735780483372707,0.32873947240203244,300,5.25308876749972,0.4366265959585663,4.392651284964463,4.328730444745865,0.6876147192507032,0.912564974809673,NaN,NaN,5.721533146504274,0.49817065786835485,0.059968024562490195,0.5860565021549115,6.308773072261242,6.334022132011314,0.4120689387995472,0.4104506423086718,261.0,261.0,7.950121930732581,7.830382546245824,1.208283123385404,1.1999823019422333,196241.0,196241.0,4.353873511954363,4.327527437463711,0.7261124435071717,0.726657453287169,176852.0,176852.0,4.335981254201456,4.337510476888778,0.6499553689306761,0.652018947232795,130379.0,130379.0,4.339741553540787,4.311621694737664,0.6753668837797133,0.6761072716960076,ad6ca74e40bc180222a3f888950ee22fff48845d1306962f1da657515cb48461,ad6ca74e40bc180222a3f888950ee22fff48845d1306962f1da657515cb48461,f5a600a576bc1b10ca3b19ad50d9734c944bbce58663c822f1da5e672bfc9d44,,,,,
success,strict,726aa64ab0b5478646d11be36fc19dcb224d417e,42,insta_market_basket,insta_market_basket,thp,small,small,42,300,0.001,128,52,64,2.0,10.0,4,dataset_best,hybrid,fixed,validation_only,false,identity,shared,shared,coupled,coupled,ce,0.0,mark_residual,global,8,1.0,coupled,none,0.25,1.0,1.0,0.0014535461338152059,,0.00001,8.0,mean,false,none,,-2.0,15.0,,,,,,residual,8,target_only,1.0,none,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_42,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_42/checkpoints/last_epoch_state.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_42/checkpoints/best_score_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_42/checkpoints/best_val_nll_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_42/checkpoints/final_model.pt,9,7,206209,gru,64,32,small,64,2,4,,0.1,,,,,,,,,,,197,0.437595900686626,4.395372417263424,4.3118213194702415,5.710862196977987,0.49901634397587613,189,4.388785126449541,0.43752815741649886,4.3133056509039065,5.713120697803791,0.4989726700454407,0.25218118751733176,0.6866249449120798,0.9120904347016828,NaN,NaN,0.05983113714678346,0.2791812584246644,0.3011114209380196,0.5859175396489807,0.9259548213041433,0.2012992912956569,0.32691236862253775,300,5.273470962498175,0.4359438348443717,4.400769347052223,4.345522595574391,0.6900759538341309,0.9173148665637152,NaN,NaN,5.727979129559432,0.4975691487355405,0.06007538014117204,0.5885101829739168,6.271129674421132,6.3510783400835855,0.4089880618544891,0.4120428756854759,261.0,261.0,7.966825025748475,8.207508117303082,1.2054384485515142,1.2180959287731128,196241.0,196241.0,4.314582586464617,4.346454946700563,0.7274110160176552,0.7307337675496454,176852.0,176852.0,4.315793719544164,4.365283613287137,0.6500006038127255,0.6549151717310152,130379.0,130379.0,4.300694908336981,4.309583378819759,0.6738757903268372,0.6755161779704888,076e2011e5f44aa6424d964426502cc828dec3441af4d03ff55de7c5938fc136,1f313585045988ef04ac01dae328834b59f2e38661aa1a653fce4a5eefc6d4b8,4c00ca5fffec89e5d677c7cc16f9afa959dc89e492d80586f68763b0b2d52c82,256,false,true,false,128
success,strict,726aa64ab0b5478646d11be36fc19dcb224d417e,52,insta_market_basket,insta_market_basket,rmtpp,rmtpp_gru_h64,rmtpp_gru_h64,52,300,0.001,128,52,64,2.0,10.0,4,dataset_best,hybrid,fixed,validation_only,false,identity,shared,shared,coupled,coupled,ce,0.0,mark_residual,global,8,1.0,coupled,none,0.25,1.0,1.0,0.0014535461338152059,,0.00001,8.0,mean,false,none,,-2.0,15.0,,,,,,residual,8,target_only,1.0,none,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_52,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_52/checkpoints/last_epoch_state.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_52/checkpoints/best_score_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_52/checkpoints/best_val_nll_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_52/checkpoints/final_model.pt,9,7,206209,gru,64,32,rmtpp_gru_h64,64,1,1,64,0.1,0,0,false,0,0,false,true,auto,1,all,214,0.4383349805573149,4.384811191902002,4.337631864583492,5.6818189252798375,0.4994908016746967,152,4.381147058423868,0.438284386883222,4.345219651634849,5.67877435295622,0.49941735006441906,0.2528864820188387,0.6890102850561919,0.9170265252134882,NaN,NaN,0.05978552024263606,0.28756828934788103,0.312023300168105,0.5879642588434746,0.9240470646155801,0.20520625113574414,0.3251896707732999,300,5.253038212461562,0.4368079749068431,4.394400793386052,4.322764894705794,0.6876830119288377,0.9103305714674492,NaN,NaN,5.710145860514674,0.49823219840669564,0.05999692236786034,0.585079794256084,6.321160689411317,6.334809982537436,0.4120141505116275,0.4098849882729386,261.0,261.0,8.256522524859257,8.139488697965483,1.1789607024284159,1.2142687147604552,196241.0,196241.0,4.357144030809989,4.326611361361527,0.7299756149933163,0.7268700983708979,176852.0,176852.0,4.33445758076278,4.318218937748022,0.651186483890958,0.651546868817866,130379.0,130379.0,4.334039865285352,4.315501153719155,0.6776760986758138,0.6766628086585669,007b0279fd3356bd5cd54fcf0149c7f4e222b1ade8809e0d1d159fdd1a7ccd40,0973aeca482af800d02563834aeae695b5335ccd13fa288b73f6d3ce7f35fbdb,60a2159564394e525b95cb10d21252eea756668b59c4ded9bf8b70cb8488c894,,,,,
success,strict,726aa64ab0b5478646d11be36fc19dcb224d417e,52,insta_market_basket,insta_market_basket,thp,small,small,52,300,0.001,128,52,64,2.0,10.0,4,dataset_best,hybrid,fixed,validation_only,false,identity,shared,shared,coupled,coupled,ce,0.0,mark_residual,global,8,1.0,coupled,none,0.25,1.0,1.0,0.0014535461338152059,,0.00001,8.0,mean,false,none,,-2.0,15.0,,,,,,residual,8,target_only,1.0,none,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_52,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_52/checkpoints/last_epoch_state.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_52/checkpoints/best_score_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_52/checkpoints/best_val_nll_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_52/checkpoints/final_model.pt,9,7,206209,gru,64,32,small,64,2,4,,0.1,,,,,,,,,,,152,0.43790334051778745,4.390031119943657,4.347260970868352,5.724218536469706,0.49949278685335285,201,4.387084623581929,0.4360481792923656,4.30318426992967,5.702323766494217,0.4973746012272374,0.25351915462620433,0.6888998261804516,0.9095633373709865,NaN,NaN,0.06005971308999854,0.27731159371050706,0.30041291307034823,0.5852108160473902,0.9273881202938858,0.1931673632564056,0.32712118048305144,300,5.273982382243689,0.43644783284227373,4.410835936083815,4.321422920083394,0.6854610644515329,0.9079303576719434,NaN,NaN,5.775674908544913,0.4985260048478063,0.06003306858875622,0.584327411545402,6.29182891247496,6.310711335925555,0.40802835152487765,0.4097577421085592,261.0,261.0,8.04809343038391,8.153828052725371,1.2098514953792323,1.2178829147897918,196241.0,196241.0,4.3053765943350335,4.326207859460099,0.7277778494937036,0.7239216148982995,176852.0,176852.0,4.30545150831123,4.318643906632386,0.6545020367865017,0.6500250494714976,130379.0,130379.0,4.289312329831861,4.3103184819643,0.6759981093597845,0.6745730482400653,4947a2658a715f4b40eda3acd3e64d74eba4f1cb23b23e463f7ea732b4f572f4,951c423b75ffb64cbf969297d48f38b42bbf836447b085f4a167011400f860bd,cb4a201455679878895f430dc8449eeeb4f381ba5c62c728abd1d835604eeb33,256,false,true,false,128
success,strict,726aa64ab0b5478646d11be36fc19dcb224d417e,62,insta_market_basket,insta_market_basket,rmtpp,rmtpp_gru_h64,rmtpp_gru_h64,62,300,0.001,128,52,64,2.0,10.0,4,dataset_best,hybrid,fixed,validation_only,false,identity,shared,shared,coupled,coupled,ce,0.0,mark_residual,global,8,1.0,coupled,none,0.25,1.0,1.0,0.0014535461338152059,,0.00001,8.0,mean,false,none,,-2.0,15.0,,,,,,residual,8,target_only,1.0,none,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_62,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_62/checkpoints/last_epoch_state.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_62/checkpoints/best_score_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_62/checkpoints/best_val_nll_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/rmtpp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/rmtpp_gru_h64/epochs_300/seed_62/checkpoints/final_model.pt,9,7,206209,gru,64,32,rmtpp_gru_h64,64,1,1,64,0.1,0,0,false,0,0,false,true,auto,1,all,132,0.43833525332490914,4.381707139099095,4.330309611746804,5.667436516017313,0.4993399280968291,233,4.381401022072478,0.4380563171970313,4.322825655270301,5.6682860232666,0.4990620030849676,0.25310258512290984,0.6885090578429556,0.911901023742786,NaN,NaN,0.05988645662354006,0.2846930724449221,0.3106729664961656,0.5849626687153711,0.9264173679310269,0.16977103398146465,0.34173801071900883,300,5.252729052227057,0.4370342241688786,4.3945631534409895,4.329013013402484,0.6873457102236736,0.9123256785181161,NaN,NaN,5.751612946632047,0.49887936664860155,0.059886648649859195,0.585895702683763,6.3073211327679966,6.296578838738679,0.4098907495955821,0.4104774354962093,261.0,261.0,7.820682747610684,7.782422274008565,1.1727681986673582,1.156235762026118,196241.0,196241.0,4.3387580628130005,4.329219986552777,0.727427907603614,0.7266331057375736,176852.0,176852.0,4.3108027292554905,4.3251805375907,0.652225419871208,0.6506359560920569,130379.0,130379.0,4.308151103246256,4.326986812126371,0.6781773954838594,0.6770680962949366,9f2b47b6ded12339f5e5bfd12ed0730603b4fe40f4e16a0663d8f1d4d002ba6c,493c8a65f6bbb6a9939fbbb43066de1b8579fcba22cd336977e7f9b300f4a8d7,df71c8e13b30906fe660d75e68e20ea7366e02b3059cdc6e4214c3c888538613,,,,,
success,strict,726aa64ab0b5478646d11be36fc19dcb224d417e,62,insta_market_basket,insta_market_basket,thp,small,small,62,300,0.001,128,52,64,2.0,10.0,4,dataset_best,hybrid,fixed,validation_only,false,identity,shared,shared,coupled,coupled,ce,0.0,mark_residual,global,8,1.0,coupled,none,0.25,1.0,1.0,0.0014535461338152059,,0.00001,8.0,mean,false,none,,-2.0,15.0,,,,,,residual,8,target_only,1.0,none,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_62,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_62/checkpoints/last_epoch_state.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_62/checkpoints/best_score_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_62/checkpoints/best_val_nll_model.pt,/home/leekwanhyeong/workspace/paper_research/search_artifacts/final_fair_matched_rmtpp_thp_e300_20260805/insta_market_basket/runs/insta_market_basket/thp/lossmode_hybrid/repro_strict/split_fixed/evalscope_validation_only/value_identity/valueinput_residual/valueemb_8/trainscope_target_only/profile_dataset_best/base_2p0/small/epochs_300/seed_62/checkpoints/final_model.pt,9,7,206209,gru,64,32,small,64,2,4,,0.1,,,,,,,,,,,206,0.4373282867602545,4.401222341884892,4.329606074075852,5.763042061743875,0.4992883134517691,130,4.388568394351657,0.43609501352320085,4.297290406146073,5.703589712160668,0.4974282010509536,0.25220745024489205,0.6864566805515422,0.9087201487051787,NaN,NaN,0.05994475127694436,0.27137976863442015,0.29252430470527496,0.5852664010497625,0.9273623129713559,0.2069325822278757,0.30183754437252036,300,5.273157620773306,0.4370719973639818,4.403719329472002,4.340553323358024,0.6882268936146897,0.9158605010368397,NaN,NaN,5.774871133043549,0.4991612620177753,0.05995816439449641,0.5869676991580858,6.25286814534644,6.284896192777699,0.4074694947869642,0.4115716888100053,261.0,261.0,7.3775655812230605,8.154843113888269,1.1759064238646935,1.2317043371584224,196241.0,196241.0,4.301601665455091,4.354175798482609,0.7246534480291733,0.729422737897114,176852.0,176852.0,4.298808234959832,4.332100704810793,0.6515254060579236,0.6513112459531526,130379.0,130379.0,4.282576162699761,4.323879239884291,0.6753670711366799,0.675206736868625,0b23d7bdbfcbd1e9ffacc2868a6ba5b3b7893b16f01e8038319882aa736297c2,b87e291a13f48dcd0bdd7c3d081cd6e5afbbc6bcb539769832d9db51e31fdd7e,7fb4f2e835383f3690cefbbedec74d3f1d1dccfbea3e7511952d62895754c39c,256,false,true,false,128
