dataset,selector,cell,scope,role,count,joint_objective,log_qty_mse,qty_mae,qty_rmse,time_nll
yellow_trip_hourly,body,linear_log_mse,p50_p90,baseline,3138,1.1835635593476028,0.2009468643817905,29.040303251255537,57.79490369416977,0.9826166949658124
yellow_trip_hourly,body,linear_log_mse,p50_p90,candidate,3138,1.1727530957403922,0.1901364007745799,29.8384181290694,61.808316000670324,0.9826166949658124
yellow_trip_hourly,body,linear_log_mse,p90_p95,baseline,386,1.0828745545139982,0.10499748411052855,221.5866925333448,275.9644557378366,0.9778770704034696
yellow_trip_hourly,body,linear_log_mse,p90_p95,candidate,386,1.0642728440275613,0.08639577362409168,203.73645051155682,266.19666797840364,0.9778770704034696
yellow_trip_hourly,body,linear_log_mse,p95_p99,baseline,301,1.0769984783933704,0.09922393239747428,508.75349583419853,603.4106053930429,0.9777745459958961
yellow_trip_hourly,body,linear_log_mse,p95_p99,candidate,301,1.0386895917486525,0.060915045752756476,376.5232744692172,483.30928294632133,0.9777745459958961
yellow_trip_hourly,body,linear_log_mse,tail_gt_p95,baseline,380,1.0793264498694748,0.10154850403099844,645.4503109580592,782.3083565444399,0.9777779458384764
yellow_trip_hourly,body,linear_log_mse,tail_gt_p95,candidate,380,1.0362349009670448,0.05845695512856836,457.9386583830181,588.0015619876295,0.9777779458384764
yellow_trip_hourly,joint,linear_raw_mae,body_le_p95,baseline,7888,1.580643176867957,0.19548982306429638,23.167407269833294,71.13696448202782,1.3851533538036607
yellow_trip_hourly,joint,linear_raw_mae,body_le_p95,candidate,7888,1.5765226259708385,0.19136927216717775,23.02800692432762,74.58543045604968,1.3851533538036607
yellow_trip_hourly,joint,linear_raw_mae,gt_p99,baseline,79,1.0881963158733672,0.11040541620429935,1166.282479974288,1247.6154806872075,0.9777908996690677
yellow_trip_hourly,joint,linear_raw_mae,gt_p99,candidate,79,0.9947660213685157,0.016975121699447933,428.84555169600475,542.0949725370657,0.9777908996690677
yellow_trip_hourly,joint,linear_raw_mae,history_65_128,baseline,1475,1.6755535323863362,0.15672633269288264,1.3479892139919734,3.363331826930227,1.5188271996934535
yellow_trip_hourly,joint,linear_raw_mae,history_65_128,candidate,1475,1.6779096558560442,0.15908245616259079,1.2781337310095964,2.8599852221418427,1.5188271996934535
yellow_trip_hourly,joint,linear_raw_mae,history_gt_128,baseline,5552,1.2725678495421988,0.22757330577671778,76.61825772946008,221.5277390919997,1.044994543765481
yellow_trip_hourly,joint,linear_raw_mae,history_gt_128,candidate,5552,1.2601456410200704,0.21515109725458947,56.11297332302208,152.399102221682,1.044994543765481
yellow_trip_hourly,joint,linear_raw_mae,history_le_64,baseline,1241,2.6926021507871964,0.06926174169122291,0.5179498015057167,0.8330240860310215,2.6233404090959733
yellow_trip_hourly,joint,linear_raw_mae,history_le_64,candidate,1241,2.7008338945488504,0.07749348545287696,0.5514720104856898,0.8566689586072713,2.6233404090959733
yellow_trip_hourly,joint,linear_raw_mae,le_p50,baseline,4364,1.9101973766795286,0.19956998968942363,1.3940361191328243,2.985568659530647,1.710627386990105
yellow_trip_hourly,joint,linear_raw_mae,le_p50,candidate,4364,1.8977052373676133,0.18707785037750838,1.3352713087602672,2.9077445181935473,1.710627386990105
yellow_trip_hourly,joint,linear_raw_mae,overall,baseline,8268,1.5576024951687282,0.1911722491331818,51.767734241445226,181.53760165479204,1.3664302460355464
yellow_trip_hourly,joint,linear_raw_mae,overall,candidate,8268,1.5509168123447292,0.1844865663091827,37.99091097093257,124.8903126836677,1.3664302460355464
yellow_trip_hourly,joint,linear_raw_mae,p50_p90,baseline,3138,1.1835635593476028,0.2009468643817905,29.040303251255537,57.79490369416977,0.9826166949658124
yellow_trip_hourly,joint,linear_raw_mae,p50_p90,candidate,3138,1.1933089540300388,0.21069225906422648,29.85975552015505,63.73197048848131,0.9826166949658124
yellow_trip_hourly,joint,linear_raw_mae,p90_p95,baseline,386,1.0828745545139982,0.10499748411052855,221.5866925333448,275.9644557378366,0.9778770704034696
yellow_trip_hourly,joint,linear_raw_mae,p90_p95,candidate,386,1.06067699492085,0.08279992451738039,212.7406264389117,283.83989802880114,0.9778770704034696
yellow_trip_hourly,joint,linear_raw_mae,p95_p99,baseline,301,1.0769984783933704,0.09922393239747428,508.75349583419853,603.4106053930429,0.9777745459958961
yellow_trip_hourly,joint,linear_raw_mae,p95_p99,candidate,301,1.0258578575419695,0.04808331154607342,327.5253644670759,453.3542358114995,0.9777745459958961
yellow_trip_hourly,joint,linear_raw_mae,tail_gt_p95,baseline,380,1.0793264498694748,0.10154850403099844,645.4503109580592,782.3083565444399,0.9777779458384764
yellow_trip_hourly,joint,linear_raw_mae,tail_gt_p95,candidate,380,1.0193940284427514,0.04161608260427496,348.5892981278269,473.17527291787434,0.9777779458384764
yellow_trip_hourly,body,linear_raw_mae,body_le_p95,baseline,7888,1.580643176867957,0.19548982306429638,23.167407269833294,71.13696448202782,1.3851533538036607
yellow_trip_hourly,body,linear_raw_mae,body_le_p95,candidate,7888,1.5783174411851246,0.19316408738146396,22.28478071826527,71.52064697138933,1.3851533538036607
yellow_trip_hourly,body,linear_raw_mae,gt_p99,baseline,79,1.0881963158733672,0.11040541620429935,1166.282479974288,1247.6154806872075,0.9777908996690677
yellow_trip_hourly,body,linear_raw_mae,gt_p99,candidate,79,1.0008097044220805,0.02301880475301281,509.73046875,621.1114587867792,0.9777908996690677
yellow_trip_hourly,body,linear_raw_mae,history_65_128,baseline,1475,1.6755535323863362,0.15672633269288264,1.3479892139919734,3.363331826930227,1.5188271996934535
yellow_trip_hourly,body,linear_raw_mae,history_65_128,candidate,1475,1.6853408621287802,0.16651366243532667,1.2797112369941452,2.7453702356951495,1.5188271996934535
yellow_trip_hourly,body,linear_raw_mae,history_gt_128,baseline,5552,1.2725678495421988,0.22757330577671778,76.61825772946008,221.5277390919997,1.044994543765481
yellow_trip_hourly,body,linear_raw_mae,history_gt_128,candidate,5552,1.2601862928425578,0.21519174907707678,56.64498749532085,154.68456691443558,1.044994543765481
yellow_trip_hourly,body,linear_raw_mae,history_le_64,baseline,1241,2.6926021507871964,0.06926174169122291,0.5179498015057167,0.8330240860310215,2.6233404090959733
yellow_trip_hourly,body,linear_raw_mae,history_le_64,candidate,1241,2.704412206456117,0.08107179736014394,0.5636181525411768,0.8704003966937591,2.6233404090959733
yellow_trip_hourly,body,linear_raw_mae,le_p50,baseline,4364,1.9101973766795286,0.19956998968942363,1.3940361191328243,2.985568659530647,1.710627386990105
yellow_trip_hourly,body,linear_raw_mae,le_p50,candidate,4364,1.9089521778124496,0.1983247908223447,1.3827881477875625,2.888348797492185,1.710627386990105
yellow_trip_hourly,body,linear_raw_mae,overall,baseline,8268,1.5576024951687282,0.1911722491331818,51.767734241445226,181.53760165479204,1.3664302460355464
yellow_trip_hourly,body,linear_raw_mae,overall,candidate,8268,1.5528069203814554,0.18637667434590902,38.350265454268424,126.76261463507517,1.3664302460355464
yellow_trip_hourly,body,linear_raw_mae,p50_p90,baseline,3138,1.1835635593476028,0.2009468643817905,29.040303251255537,57.79490369416977,0.9826166949658124
yellow_trip_hourly,body,linear_raw_mae,p50_p90,candidate,3138,1.182070256291086,0.1994535613252738,28.63981165667109,60.30894827497616,0.9826166949658124
yellow_trip_hourly,body,linear_raw_mae,p90_p95,baseline,386,1.0828745545139982,0.10499748411052855,221.5866925333448,275.9644557378366,0.9778770704034696
yellow_trip_hourly,body,linear_raw_mae,p90_p95,candidate,386,1.0615653053194438,0.08368823491597432,206.93298924895765,273.61936425888035,0.9778770704034696
yellow_trip_hourly,body,linear_raw_mae,p95_p99,baseline,301,1.0769984783933704,0.09922393239747428,508.75349583419853,603.4106053930429,0.9777745459958961
yellow_trip_hourly,body,linear_raw_mae,p95_p99,candidate,301,1.0291550664327735,0.05138052043687737,335.6443104284546,453.96450257122314,0.9777745459958961
yellow_trip_hourly,body,linear_raw_mae,tail_gt_p95,baseline,380,1.0793264498694748,0.10154850403099844,645.4503109580592,782.3083565444399,0.9777779458384764
yellow_trip_hourly,body,linear_raw_mae,tail_gt_p95,candidate,380,1.0232622148568662,0.045484269018389735,371.8359065005654,493.3979677562503,0.9777779458384764
yellow_trip_hourly,joint,mlp_log_mse,body_le_p95,baseline,7888,1.580643176867957,0.19548982306429638,23.167407269833294,71.13696448202782,1.3851533538036607
yellow_trip_hourly,joint,mlp_log_mse,body_le_p95,candidate,7888,1.57960070793959,0.1944473541359292,24.175197083525678,77.16224198210547,1.3851533538036607
yellow_trip_hourly,joint,mlp_log_mse,gt_p99,baseline,79,1.0881963158733672,0.11040541620429935,1166.282479974288,1247.6154806872075,0.9777908996690677
yellow_trip_hourly,joint,mlp_log_mse,gt_p99,candidate,79,1.0015517627351396,0.023760863066071797,523.1803921083861,639.7356868370025,0.9777908996690677
