dataset_name,model_name,candidate_name,titan_candidate_name,reproducibility_mode,source_revision,train_loader_seed,value_head_mode,time_head_mode,evaluation_scope,qty_mark_gradient_mode,value_encoder_gradient_mode,marker_loss_mode,lambda_ordinal,qty_decoder_mode,magnitude_norm_mode,lambda_magnitude,magnitude_encoder_gradient_mode,magnitude_aux_loss_mode,lambda_log_qty,log_qty_huber_delta,log_qty_floor,magnitude_domain,magnitude_sigma_floor,magnitude_revin_eps,magnitude_shrinkage_k,magnitude_center_mode,magnitude_revin_affine,magnitude_stat_context_mode,seed,epoch,score,val_nll,val_nll_marker,val_nll_time,val_ordinal_marker_loss,qty_mae,qty_rmse,qty_wape,log_qty_mae,log_qty_rmse,val_magnitude_loss,train_log_qty_aux_loss,val_log_qty_aux_loss,dt_mae,mark_acc,mark_balanced_accuracy,mark_macro_f1,mark_mae,mark_adjacent_accuracy,mark_0_recall,mark_1_recall,train_loss
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,11,0.9400965000791263,-1.862797690866416,0.10646571067158134,-1.969263403386805,0.00385326004048646,0.77572568433202,2.0179569010368708,0.04372403167687874,0.06804672189429467,0.16583346343189834,NaN,0.0,NaN,1.7672133047459002,0.9585443588109173,0.9135727539938175,0.9252109236717379,0.04145564118908269,1.0,0.9958929828678714,0.5566519224225928,-1.6515143021495506
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,12,0.9413123942266032,-1.9640057107253748,0.10507056300218086,-2.069076261350728,0.0037532755594368496,0.7767290277284067,2.067812813968038,0.04378058545527293,0.06310679231173831,0.1585586131152214,NaN,0.0,NaN,1.7672133047459002,0.9597612563017905,0.9252670279043306,0.931825996664906,0.04023874369820942,1.0,0.9936165219432058,0.6502211636611093,-1.7592165327893743
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,13,0.9424194972207346,-2.058468197320064,0.09817370028786732,-2.156641872905805,0.003628314258654066,0.7358600256001886,1.9248744652753083,0.04147699079578272,0.06505430805632709,0.15205277802846767,NaN,0.0,NaN,1.7672133047459002,0.9608274902937938,0.9332012505350215,0.9347985794316122,0.03917250970620618,1.0,0.9904013142454823,0.7128274923443348,-1.854369819513068
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,14,0.9424944455923926,-2.135469018746384,0.10122719098087803,-2.2366961966662307,0.0036642873871724334,0.6609116539422127,1.833891833685682,0.03725250133682444,0.057590853877116474,0.1519548185082877,NaN,0.0,NaN,1.7672133047459002,0.9608274902937938,0.9286673063306904,0.9342206976437417,0.03917250970620618,1.0,0.9925604318235156,0.6818645797890439,-1.9392109555137793
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,15,0.9407637773791767,-2.2034321149835003,0.10318829953167953,-2.3066204038771305,0.0037498273727795454,0.7574603794140121,2.141789523031359,0.042694501796724606,0.07177090645941686,0.1595531978843744,NaN,0.0,NaN,1.7672133047459002,0.9591933708060497,0.9411791436834513,0.9341562712161556,0.04080662919395028,1.0,0.9807556911523116,0.7958489282068731,-2.016880780070904
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,16,0.9411793739469523,-2.2737662759738773,0.0988634566420105,-2.3726297113609016,0.003644269076585492,0.7590858085093178,1.9952225158788734,0.042786119638813805,0.0663997077151633,0.161653133386818,NaN,0.0,NaN,1.7672133047459002,0.9596105928029206,0.9219093524272641,0.9284957754980712,0.040389407197079445,1.0,0.9955174841586482,0.5920381082000681,-2.0857356046514175
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,17,0.9423315986217723,-2.3327578479461573,0.09909026378319605,-2.4318481156397316,0.0036121882836601983,0.7426321251709989,2.1302249494691514,0.041858702400972204,0.06295865586053084,0.15592264410233939,NaN,0.0,NaN,1.7672133047459002,0.9607463637944023,0.928296407080725,0.933263688338484,0.03925363620559773,1.0,0.9938512086364704,0.6696155154814563,-2.150362071391045
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,18,0.9411719285156164,-2.3855902595827283,0.10139830194838065,-2.4869885563290866,0.00372176339191139,0.6969942403667224,1.8960615427025431,0.03928630811114508,0.060868173939552975,0.15446671278001067,NaN,0.0,NaN,1.7672133047459002,0.9595410558034421,0.92385010133586,0.9306399932255077,0.04045894419655792,1.0,0.9933348979112885,0.6522626743790405,-2.2084139540927152
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,19,0.9433109913317348,-2.444258398655192,0.09263181813584077,-2.53689020920264,0.003442783120034531,0.7019889081678752,1.8990701488795572,0.039567834193836464,0.06489129824952537,0.15578038307616146,NaN,0.0,NaN,1.7672133047459002,0.9616851132873616,0.9278794470297412,0.9340260204732156,0.03831488671263835,1.0,0.9949777047641398,0.6485199047294998,-2.2619004553409177
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,20,0.9418943189703812,-2.483991461667248,0.10037466836538984,-2.584366120378616,0.003705499990728039,0.7626897796913364,2.0498381014678344,0.04298925865213761,0.06437760834595264,0.15602548085222576,NaN,0.0,NaN,1.7672133047459002,0.9603291417975315,0.9372060235059408,0.9360549204608937,0.039670858202468566,1.0,0.9895564421497302,0.7366451173868663,-2.3123912384203105
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,21,0.940844936976916,-2.529268533547839,0.09867908808764787,-2.6279476172624103,0.003659951917662756,0.6994797815009369,1.8683767565244798,0.03942640644936132,0.05787256826439551,0.1568933018084174,NaN,0.0,NaN,1.7672133047459002,0.9592165498058759,0.9216668144849736,0.9291196830597338,0.040783450194124125,1.0,0.9945552687162638,0.6233412725416808,-2.3580897871322533
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,22,0.9411434879769178,-2.5711446572532726,0.09759571818942377,-2.668740363540203,0.0036321084139235627,0.7833822786307193,2.0849009405976586,0.04415559811642703,0.06821951128111976,0.1614432427311702,NaN,0.0,NaN,1.7672133047459002,0.9595990033030075,0.9179131847301366,0.9290716355947978,0.04040099669699253,1.0,0.9956582961746069,0.6158557332425996,-2.401774060819177
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,23,0.9374264736801335,-2.5945718237275686,0.112925022927496,-2.707496835558634,0.004164462615049833,0.6758616040989056,1.7952904806123204,0.03809516016251728,0.06617879967303501,0.16682056815817092,NaN,0.0,NaN,1.7672133047459002,0.9557744683316914,0.9440207666893339,0.9307325543223072,0.04422553166830851,1.0,0.971368223421732,0.8707043211976863,-2.44129477947059
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,24,0.9428561408476475,-2.6483791562865284,0.09453286388581879,-2.7429119935295168,0.0035350730802817983,0.7396173953844221,2.03484702116654,0.041688776171445556,0.06410255757075593,0.15631613238208372,NaN,0.0,NaN,1.7672133047459002,0.9612678912904908,0.9328441769872305,0.9354839424477555,0.03873210870950918,1.0,0.9918094344050692,0.7138482477033005,-2.480050771537156
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,25,0.9398958316667944,-2.673326052459966,0.10347577378399031,-2.7768018173993223,0.00381718715050262,0.6866565988370108,1.867663697939657,0.038703623568350096,0.0606483947928869,0.15858598319503026,NaN,0.0,NaN,1.7672133047459002,0.9582546213130904,0.9413880763138237,0.933381109440464,0.04174537868690966,1.0,0.9785731049049519,0.8247703300442327,-2.5148140968674957
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,26,0.9421299588523017,-2.7116515391103815,0.09712187013205513,-2.8087733995391533,0.003588442305795568,0.7588398960323746,2.0333262014274216,0.042772258701695466,0.06529147977133218,0.1610790131336876,NaN,0.0,NaN,1.7672133047459002,0.960560931795793,0.9432277569710172,0.9362962904491867,0.039439068204206985,1.0,0.9810373151842291,0.8087784960871045,-2.548485311792173
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,27,0.9434819198824871,-2.745261563037316,0.09297186619728266,-2.838233423595005,0.003420635722965441,0.7049028561117614,1.9915801841582608,0.03973207982186794,0.0593060123648961,0.15534531852345235,NaN,0.0,NaN,1.7672133047459002,0.9618589557860578,0.937892332906753,0.9371245609909676,0.03814104421394217,1.0,0.9883360713447548,0.7499149370534195,-2.5795625243602402
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,28,0.9407442333079354,-2.759356880000094,0.10537968590659587,-2.864736560167882,0.0038344315502839765,0.8001834504814477,2.119862208326344,0.04510260165781746,0.06282204221434338,0.1644464732892264,NaN,0.0,NaN,1.7672133047459002,0.9592165498058759,0.9436317835829912,0.9351546036162959,0.040783450194124125,1.0,0.980356723773762,0.8118407621640014,-2.6091900906575205
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,29,0.9435338534009134,-2.795446049197908,0.09721694281441855,-2.892662986352614,0.0035061946086719408,0.734095837076977,1.9956725438877139,0.04137755173319797,0.06428084016198554,0.1574914266163109,NaN,0.0,NaN,1.7672133047459002,0.9619400822854494,0.9351633437082838,0.9363850228074853,0.03805991771455062,1.0,0.9889462567472425,0.748553929908132,-2.6370413289423573
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,30,0.9422729931433632,-2.824879541157806,0.0933371428556353,-2.918216666682347,0.003479296950992281,0.7664691038408582,2.1177205770022627,0.04320228149277383,0.06140130208763648,0.15772409797643372,NaN,0.0,NaN,1.7672133047459002,0.960711595294663,0.9282983404597827,0.9330017277314708,0.03928840470533696,1.0,0.9931236798873504,0.6747192922762845,-2.6642321986866864
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,31,0.9424310805580531,-2.8464573851050057,0.09656525623540534,-2.943022623950211,0.0035655314570378982,0.6547396888032174,1.8705726975323516,0.03690461650498675,0.058978189471257464,0.1533615863306111,NaN,0.0,NaN,1.7672133047459002,0.9607579532943153,0.9383961200028441,0.9356733873856751,0.03924204670568465,1.0,0.9856137057028866,0.7611432460020415,-2.6892118905083566
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,32,0.9433542259228025,-2.872487317954167,0.09284199973389255,-2.965329311689386,0.00347944932399691,0.6935228168394486,1.9183964426979083,0.03909064018969281,0.0649093646995437,0.1537214430978338,NaN,0.0,NaN,1.7672133047459002,0.9617198817871009,0.9365892460515828,0.9365503761021281,0.03828011821289912,1.0,0.9892044121098333,0.7434501531133039,-2.7139673635305446
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,33,0.943465135441168,-2.8924947022991065,0.09469070240558178,-2.987185390552212,0.0034638811089868675,0.7796347969962816,2.22922921128812,0.043944370089558524,0.06837197767870999,0.15747105653883434,NaN,0.0,NaN,1.7672133047459002,0.9619169032856232,0.9345940975482403,0.9358296102669258,0.03808309671437678,1.0,0.9899084721896269,0.7145287512759442,-2.7357083719480486
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,34,0.9436173936665291,-2.9147601695562795,0.09337162534953089,-3.0081317769643183,0.0034238595194029343,0.7085030710268194,2.0353892809800667,0.039935007111977096,0.0571142448779087,0.1508743863871355,NaN,0.0,NaN,1.7672133047459002,0.9619980297850148,0.9336118657214393,0.9361827737771653,0.03800197021498522,1.0,0.9913635296878667,0.6971759101735284,-2.756795811792654
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,35,0.9404170427534584,-2.9272261037813827,0.10028603731952973,-3.027512122695427,0.0037454378122585494,0.7333310079138007,1.959783391704056,0.041334441887496624,0.05899510264514102,0.15731419196413027,NaN,0.0,NaN,1.7672133047459002,0.9588225068088312,0.9432880480414636,0.9341998066352262,0.0411774931911688,1.0,0.9798873503872331,0.8244300782579108,-2.77863734417991
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,36,0.9430656094877415,-2.949789516114965,0.09623899303116334,-3.0460284922610237,0.003568195252824418,0.6460437544211318,1.847195484113347,0.036414467322019084,0.05391959744353017,0.14899503205038628,NaN,0.0,NaN,1.7672133047459002,0.9613837862896216,0.9376543485549524,0.9369449874863501,0.0386162137103784,1.0,0.9878666979582258,0.7662470227968697,-2.7971618087921093
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,37,0.9429292623094095,-2.9695242842924983,0.09412251615139869,-3.063646806180978,0.0034894663592870997,0.7012644333614773,1.9695814943918224,0.0395269989346413,0.06025747488166308,0.15512258449435945,NaN,0.0,NaN,1.7672133047459002,0.96130265979023,0.9325405528330302,0.9355723917128075,0.03869734020976995,1.0,0.9896033794883831,0.74276964954066,-2.8147960361020616
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,38,0.94233199979762,-2.985466674886035,0.09535752051707601,-3.0808241907011324,0.0035049992186426105,0.7190519494972244,1.9913924435623005,0.040529598093958966,0.061001980501592605,0.1557627298415529,NaN,0.0,NaN,1.7672133047459002,0.9607231847945761,0.9322941136507867,0.9344732914446554,0.039276815205423886,1.0,0.9893452241257921,0.7393671316774413,-2.833454721770764
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,39,0.9433521411058601,-3.0021738608866997,0.09507678459891336,-3.097250630456699,0.003493523372687083,0.7187866336080658,2.0379461197056252,0.040514643477170764,0.058247989341862726,0.15093184222509384,NaN,0.0,NaN,1.7672133047459002,0.9617430607869271,0.9346548198030844,0.9358118930848836,0.03825693921307296,1.0,0.9898380661816475,0.7281388227288194,-2.8501910190588475
intermittent,titantpp,small_lmm,small_lmm,strict,308cec0b9c383d4eab5aac8b9015dae663b0ad73,42,shared,shared,validation_only,coupled,coupled,ce,0.0,mark_residual,global,1.0,coupled,none,0.25,1.0,1.0,,0.0014535461338152059,0.00001,8.0,mean,false,none,42,40,0.9425007685470493,-3.0178399564300165,0.09503299129262593,-3.1128729196939613,0.0035032758023924066,0.7241256987640298,2.0393652263618347,0.04081558162930286,0.06466117032041084,0.15732695925385204,NaN,0.0,NaN,1.7672133047459002,0.9608970272932723,0.9408553345840827,0.9358411352197247,0.039102972706727704,1.0,0.9842994602206054,0.7812181013950323,-2.8675048600092667
