backbone,backbone_label,variant,seed,stratum_order,stratum,stratum_label,share,count,nll,nll_marker,nll_time,mark_acc,qty_mae,qty_rmse,qty_bias
titantpp,TitanTPP,log_regression,42,0,history_le_64,History <= 64,0.2907573738193197,25088,-3.51289863516365,0.0864889488909289,-3.5993875840545764,0.9646444515306123,0.8245266981052273,1.4768464551658473,-0.10615488440653652
titantpp,TitanTPP,log_regression,42,1,history_65_128,History 65-128,0.3297908095265689,28456,-3.490594069845876,0.10869732834120314,-3.599291398187082,0.9572322181613719,1.1743716658154564,2.7739461473243656,0.043627342614006186
titantpp,TitanTPP,log_regression,42,2,history_gt_128,History > 128,0.3794518166541114,32741,-3.502712640221237,0.09672861643835906,-3.5994412566595964,0.9593781497205339,0.10223724728946319,0.31694111419228294,0.03835802973964285
titantpp,TitanTPP,log_regression,52,0,history_le_64,History <= 64,0.2907573738193197,25088,-3.5007293723743125,0.08985515792122176,-3.590584530295538,0.9633290816326531,0.8329611146794061,1.4014999838574906,0.34735527685463274
titantpp,TitanTPP,log_regression,52,1,history_65_128,History 65-128,0.3297908095265689,28456,-3.477230550957648,0.11290149430057066,-3.590132045258221,0.9568456564520663,1.0702725215816318,2.411118794511244,0.30061603787870667
titantpp,TitanTPP,log_regression,52,2,history_gt_128,History > 128,0.3794518166541114,32741,-3.4842572724680694,0.10619099064643928,-3.590448263114507,0.9550716227360191,0.09663088772402567,0.3209537100936535,0.0029671627393600022
titantpp,TitanTPP,log_regression,62,0,history_le_64,History <= 64,0.2907573738193197,25088,-3.513493126867151,0.08594079034296312,-3.5994339172101144,0.9636479591836735,0.7956938330079334,1.4187595001208744,-0.11273307086928386
titantpp,TitanTPP,log_regression,62,1,history_65_128,History 65-128,0.3297908095265689,28456,-3.4907251029568056,0.10873667680820003,-3.5994617797650075,0.9553345515884172,1.0752859925466338,2.4757899852564003,-0.1404412554444508
titantpp,TitanTPP,log_regression,62,2,history_gt_128,History > 128,0.3794518166541114,32741,-3.4956760395091377,0.1038380519619378,-3.5995140914710766,0.9564155034971442,0.08631887280552517,0.33851213336634295,0.005414925796234638
