backbone,backbone_label,variant,stratum_order,stratum,stratum_label,count,share,n_seeds,nll_mean,nll_std,nll_marker_mean,nll_marker_std,nll_time_mean,nll_time_std,mark_acc_mean,mark_acc_std,qty_mae_mean,qty_mae_std,qty_rmse_mean,qty_rmse_std,qty_bias_mean,qty_bias_std
titantpp,TitanTPP,log_regression,0,le_p50,<= 2,45036,0.5219447180854146,3,-3.5202756750974773,0.008224646787213071,0.07618995112201253,0.003661696383739398,-3.5964656262194903,0.0052246178060755735,0.9680329810225893,0.0015613276849384063,0.06182459084034799,0.008018542531763501,0.1598357267671326,0.0053040733412287565,0.022326131026458335,0.013622326180293638
titantpp,TitanTPP,log_regression,1,p50_p90,"(2, 31]",29579,0.34280581792895637,3,-3.489460333796548,0.006339947731130599,0.10700301080616505,0.004865332548029881,-3.5964633446027126,0.005078031237210195,0.9578755197944487,0.00275403656031862,0.8384779125882937,0.020958877546622248,1.3409969094237135,0.031709099069890556,0.11569286195174076,0.23562726898293024
titantpp,TitanTPP,log_regression,2,p90_p95,"(31, 46]",7124,0.08256359738077301,3,-3.369534912099965,0.030790429621647214,0.22636676007706164,0.02644714736846593,-3.5959016721770265,0.005751829569353616,0.9016002245929253,0.017790551812973458,1.3364232163426584,0.0925273951479723,2.1555309884458578,0.07436465549260192,-0.7304739729866829,0.32879102670918764
titantpp,TitanTPP,log_regression,3,p95_p99,"(46, 187]",3405,0.03946224720403314,3,-3.4718247422119792,0.007738728588620928,0.12449941347228018,0.0027122093663404594,-3.5963241556842593,0.005291542749968219,0.955359765051395,0.0010173573025367678,3.2955396022040415,0.31745468048933867,4.657268245317734,0.5341592807340884,0.31639634765834135,1.794637347807024
titantpp,TitanTPP,log_regression,4,gt_p99,> 187,1141,0.013223619400822855,3,-3.559795397586571,0.00363551789791362,0.03655068534598184,0.0032085573226352825,-3.596346082932553,0.005220126878736304,0.9862693543675138,0.0030779005997233046,5.951410104683049,0.7732485314584329,8.267957391082941,1.2827028800320537,2.8190839334499618,1.9444396752186823
