variant,seed,score,val_nll,val_nll_marker,val_nll_time,qty_mae,value_mae,dt_mae,mark_acc
V2,42,0.8566292919861794,1.6386643927738964,0.2403511990390076,1.398313196850407,48.61304481802288,0.2026509198160951,0.7931675445107232,0.9131740122493096
V3b,42,0.8701326745852024,1.6113901276311855,0.2092871296351391,1.4021030137185877,40.61826675743047,0.1536463400646749,0.7827178028088823,0.9185781193707218
V2,52,0.8428511102710063,1.6538311811831727,0.2499277508603768,1.4039034256489034,59.54908314669735,0.2042013908099681,0.7651445828123197,0.9100516392458268
V3b,52,0.8695123821291815,1.611744433559117,0.2083580418678553,1.403386408074128,41.34284373945702,0.1476287633928629,0.7963076040812639,0.9188183019094512
V2,62,0.7864026444897412,1.6587936491386164,0.2587843804766833,1.4000092647621665,117.58590749138412,0.2182823305472443,0.7984547574537004,0.9119730995556624
V3b,62,0.8786873373461898,1.612541212015712,0.2082096820327433,1.4043315218836947,32.975441167745984,0.1531807514918842,0.7996162281068445,0.9196589407950042
