dataset_name,selected_candidate_v1,selected_candidate_v2,mean_test_score_v1,mean_test_score_v2,score_change,mean_test_nll_v1,mean_test_nll_v2,nll_change_pct,mean_test_qty_mae_v1,mean_test_qty_mae_v2,qty_mae_change_pct,mean_test_mark_acc_v1,mean_test_mark_acc_v2
insta_market_basket,mid_lmm,small_lmm,0.4366569610758513,0.4370340882967312,0.0003771272208799026,4.461641293485056,4.463426486882917,0.0400120332503639,4.452236496076054,4.40587311551422,-1.041350355101217,0.5034086174136002,0.5036840961732082
intermittent,small_lmm,small_lmm,0.2794121466779733,0.2871392026560225,0.00772705597804918,5.05796562653454,5.041963755407816,-0.3163697088563938,3.3652806253133054,3.030658156264062,-9.943374901107699,0.5356762770897833,0.541061984004128
yellow_trip_hourly,small_lmm,mid_lmm,0.8243210586803024,0.8403789131887528,0.01605785450845043,1.6306934490305405,1.650796213551254,1.2327739792334795,79.17229659071027,58.70029144755529,-25.85753606338746,0.9116928865938112,0.9069292662423442
