dataset,model,n,budget,best_val_nll_mean,best_val_nll_std,best_val_nll_qty_mae_mean,best_val_nll_qty_mae_std,best_val_nll_dt_mae_mean,best_val_nll_dt_mae_std,best_val_nll_mark_acc_mean,best_val_nll_mark_acc_std,best_epoch_mean
Intermittent,RMTPP-matched,3,e300,5.668251116317533,0.011454467010032303,2.740804121991091,0.049276983071934906,41.88718579569827,0.5029527090531966,0.5518324940534435,0.002362872813959666,42.333333333333336
Intermittent,THP-matched,3,e300,5.641657659850298,0.030468598652827403,2.881205112426959,0.01765029259323496,40.594748551626125,0.3283757416657969,0.5423498245865254,0.006369480842886388,24.666666666666668
Intermittent,TitanTPP V2 (draft e200),3,e200,5.604595481088577,0.009665475575810113,2.7161671802278615,0.07203962541134769,41.19895352288728,0.4479256439490617,0.546971830425686,0.005768133780343002,95.0
Taxi,RMTPP-matched,3,e300,1.5802807967098773,0.0031635308133431636,65.858008524503,2.474772172820256,0.7326187623679455,0.008539948822499092,0.9179970972423803,0.0011663825303571788,92.66666666666667
Taxi,THP-matched,3,e300,1.5997739963196225,0.008711740148144013,87.75084924874739,2.677053405231731,0.7527641948289091,0.02236257838524794,0.9146105466860184,0.0020202338036393224,36.333333333333336
Taxi,TitanTPP V3b (draft e50),3,e50,1.5554822159859274,0.0019000836760852033,31.07746497924588,2.818381009144295,0.7590669446694353,0.02057760323043272,0.9226737622964039,0.0019364312140820463,36.666666666666664
Instacart,RMTPP-matched,3,e300,4.380864052439888,0.0007213836652796518,4.337947590523849,0.013099166436618752,5.669010505739604,0.009422518301684306,0.4994047772662634,0.0003366639036517787,135.33333333333334
Instacart,THP-matched,3,e300,4.388146048127709,0.0009255861658169338,4.304593442326549,0.008100082795652632,5.706344725486225,0.005902203422782904,0.4979251574412106,0.0009075683044770549,173.33333333333334
Instacart,TitanTPP V2 (draft e200),3,e200,4.381901066451109,0.0009409505556800465,4.319866897516336,0.008395477166674516,5.676832699176509,0.012912721155836263,0.49941271798088804,0.0002735251548506899,52.0
