variant,variant_label,stratum_order,stratum,stratum_label,count,share,n_seeds,qty_mae_mean,qty_mae_std,qty_rmse_mean,qty_rmse_std,qty_bias_mean,qty_bias_std
log_regression,Log-scale regression,-1,all,All validation,8268,1.0,3,34.399196102712985,0.5065684229486273,113.31879927980125,5.262349236558385,2.3525297244485968,12.20779324175123
log_regression,Log-scale regression,0,le_p50,<= 7,4364,0.5278180938558297,3,1.6678795508933366,0.2652933661557718,4.620408410907098,1.1804294297856401,0.7196459340058515,0.39104288487275024
log_regression,Log-scale regression,1,p50_p90,"(7, 686]",3138,0.3795355587808418,3,26.582514135377128,3.2022709053994554,51.1128427638188,6.818893629645438,2.4677596204924632,15.042608255633203
log_regression,Log-scale regression,2,p90_p95,"(686, 1562]",386,0.04668601838413159,3,179.59628496186517,2.476532095033651,233.35061571249432,2.8498999392300215,28.907179600216562,73.54227947434826
log_regression,Log-scale regression,3,p95_p99,"(1562, 3449]",301,0.03640541848089018,3,275.2914756529883,35.571295070902785,364.91510779588447,51.3316821740125,114.71157894366868,65.03932266919453
log_regression,Log-scale regression,4,gt_p99,> 3449,79,0.009554910498306726,3,525.7100948542985,153.21220589779642,666.5468784114961,150.98489478345982,-469.8734857100475,201.20888447689404
